Year,Typ,State,Jurisdiction,Full Jurisdiction,Taps
2013,State,NEW YORK,RICHMOND,"NEW YORK, RICHMOND",30
2013,State,NEW YORK,STATE ATTORNEY GENERAL,"NEW YORK, STATE ATTORNEY GENERAL",2
2013,State,NEW YORK,SUFFOLK,"NEW YORK, SUFFOLK",18
2013,State,NEW YORK,WAYNE,"NEW YORK, WAYNE",3
2013,State,NORTH CAROLINA,STATE ATTORNEY GENERAL,"NORTH CAROLINA, STATE ATTORNEY GENERAL",23
2013,State,OHIO,CUYAHOGA,"OHIO, CUYAHOGA",2
2013,State,OHIO,FRANKLIN,"OHIO, FRANKLIN",1
2013,State,OHIO,HAMILTON,"OHIO, HAMILTON",6
2013,State,OKLAHOMA,STATE ATTORNEY GENERAL,"OKLAHOMA, STATE ATTORNEY GENERAL",9
2013,State,OREGON,BENTON,"OREGON, BENTON",10
2013,State,OREGON,LANE,"OREGON, LANE",1
2013,State,OREGON,MARION,"OREGON, MARION",3
2013,State,PENNSYLVANIA,BERKS,"PENNSYLVANIA, BERKS",7
2013,State,PENNSYLVANIA,LYCOMING,"PENNSYLVANIA, LYCOMING",1
2013,State,PENNSYLVANIA,MONTGOMERY,"PENNSYLVANIA, MONTGOMERY",12
2013,State,PENNSYLVANIA,PHILADELPHIA,"PENNSYLVANIA, PHILADELPHIA",27
2013,State,PENNSYLVANIA,POTTER,"PENNSYLVANIA, POTTER",1
2013,State,PENNSYLVANIA,STATE ATTORNEY GENERAL,"PENNSYLVANIA, STATE ATTORNEY GENERAL",26
2013,State,TENNESSEE,10TH JUDICIAL DISTRICT (BRADLEY),"TENNESSEE, 10TH JUDICIAL DISTRICT (BRADLEY)",3
2013,State,TENNESSEE,11TH JUDICIAL CIRCUIT (HAMILTON),"TENNESSEE, 11TH JUDICIAL CIRCUIT (HAMILTON)",4
2013,State,TENNESSEE,16TH JUDICIAL DISTRICT (RUTHERFORD),"TENNESSEE, 16TH JUDICIAL DISTRICT (RUTHERFORD)",3
2013,State,TENNESSEE,18TH JUDICIAL DISTRICT (SUMNER),"TENNESSEE, 18TH JUDICIAL DISTRICT (SUMNER)",4
2013,State,TENNESSEE,19TH JUDICIAL DISTRICT (MONTGOMERY),"TENNESSEE, 19TH JUDICIAL DISTRICT (MONTGOMERY)",11
2013,State,TENNESSEE,30TH JUDICIAL DISTRICT (SHELBY),"TENNESSEE, 30TH JUDICIAL DISTRICT (SHELBY)",1
2013,State,TEXAS,BURNET,"TEXAS, BURNET",4
2013,State,TEXAS,EL PASO,"TEXAS, EL PASO",3
2013,State,TEXAS,HARRIS,"TEXAS, HARRIS",1
2013,State,UTAH,UTAH,"UTAH, UTAH",2
2013,State,WISCONSIN,DANE,"WISCONSIN, DANE",2
2013,State,WYOMING,FREMONT,"WYOMING, FREMONT",1
2013,State,WYOMING,NATRONA,"WYOMING, NATRONA",4
2014,Federal,,,"ALABAMA, MIDDLE",11
2014,Federal,,,"ALABAMA, NORTHERN",19
2014,Federal,,,"ALABAMA, SOUTHERN",3
2014,Federal,,,ALASKA,1
2014,Federal,,,ARIZONA,105
2014,Federal,,,"ARKANSAS, EASTERN",41
2014,Federal,,,"ARKANSAS, WESTERN",14
2014,Federal,,,"CALIFORNIA, CENTRAL",65
2014,Federal,,,"CALIFORNIA, EASTERN",31
2014,Federal,,,"CALIFORNIA, NORTHERN",29
2014,Federal,,,"CALIFORNIA, SOUTHERN",87
2014,Federal,,,COLORADO,102
2014,Federal,,,CONNECTICUT,29
2014,Federal,,,DELAWARE,9
2014,Federal,,,DISTRICT OF COLUMBIA,25
2014,Federal,,,"FLORIDA, MIDDLE",43
2014,Federal,,,"FLORIDA, NORTHERN",3
2014,Federal,,,"FLORIDA, SOUTHERN",31
2014,Federal,,,"GEORGIA, MIDDLE",11
2014,Federal,,,"GEORGIA, NORTHERN",56
2014,Federal,,,"GEORGIA, SOUTHERN",6
2014,Federal,,,HAWAII,21
2014,Federal,,,IDAHO,5
2014,Federal,,,"ILLINOIS, NORTHERN",96
2014,Federal,,,"ILLINOIS, SOUTHERN",5
2014,Federal,,,"INDIANA, NORTHERN",4
2014,Federal,,,"INDIANA, SOUTHERN",15
2014,Federal,,,"IOWA, NORTHERN",2
2014,Federal,,,"IOWA, SOUTHERN",1
2014,Federal,,,KANSAS,35
2014,Federal,,,"KENTUCKY, EASTERN",10
2014,Federal,,,"KENTUCKY, WESTERN",21
2014,Federal,,,"LOUISIANA, EASTERN",21
2014,Federal,,,"LOUISIANA, MIDDLE",4
2014,Federal,,,"LOUISIANA, WESTERN",12
2014,Federal,,,MAINE,17
2014,Federal,,,MARYLAND,44
2014,Federal,,,MASSACHUSETTS,40
2014,Federal,,,"MICHIGAN, EASTERN",5
2014,Federal,,,"MICHIGAN, WESTERN",13
2014,Federal,,,MINNESOTA,24
2014,Federal,,,"MISSISSIPPI, NORTHERN",8
2014,Federal,,,"MISSISSIPPI, SOUTHERN",8
2014,Federal,,,"MISSOURI, EASTERN",53
2014,Federal,,,"MISSOURI, WESTERN",39
2014,Federal,,,MONTANA,4
2014,Federal,,,NEBRASKA,4
2014,Federal,,,NEVADA,14
2014,Federal,,,NEW HAMPSHIRE,17
2014,Federal,,,NEW JERSEY,40
2014,Federal,,,NEW MEXICO,34
2014,Federal,,,"NEW YORK, EASTERN",23
2014,Federal,,,"NEW YORK, NORTHERN",10
2014,Federal,,,"NEW YORK, SOUTHERN",112
2014,Federal,,,"NEW YORK, WESTERN",8
2014,Federal,,,"NORTH CAROLINA, EASTERN",26
2014,Federal,,,"NORTH CAROLINA, WESTERN",18
2014,Federal,,,"OHIO, NORTHERN",58
2014,Federal,,,"OHIO, SOUTHERN",30
2014,Federal,,,"OKLAHOMA, EASTERN",2
2014,Federal,,,"OKLAHOMA, NORTHERN",16
2014,Federal,,,"OKLAHOMA, WESTERN",26
2014,Federal,,,OREGON,64
2014,Federal,,,"PENNSYLVANIA, EASTERN",19
2014,Federal,,,"PENNSYLVANIA, MIDDLE",13
2014,Federal,,,"PENNSYLVANIA, WESTERN",45
2014,Federal,,,PUERTO RICO,9
2014,Federal,,,RHODE ISLAND,7
2014,Federal,,,SOUTH CAROLINA,20
2014,Federal,,,"TENNESSEE, EASTERN",25
2014,Federal,,,"TENNESSEE, MIDDLE",23
2014,Federal,,,"TENNESSEE, WESTERN",34
2014,Federal,,,"TEXAS, EASTERN",4
2014,Federal,,,"TEXAS, NORTHERN",41
2014,Federal,,,"TEXAS, SOUTHERN",66
2014,Federal,,,"TEXAS, WESTERN",84
2014,Federal,,,UTAH,9
2014,Federal,,,"VIRGINIA, EASTERN",30
2014,Federal,,,"WASHINGTON, EASTERN",5
2014,Federal,,,"WASHINGTON, WESTERN",12
2014,Federal,,,"WEST VIRGINIA, NORTHERN",2
2014,Federal,,,"WEST VIRGINIA, SOUTHERN",1
2014,Federal,,,"WISCONSIN, EASTERN",2
2014,State,ARIZONA,MARICOPA,"ARIZONA, MARICOPA",15
2014,State,ARIZONA,PIMA,"ARIZONA, PIMA",10
2014,State,CALIFORNIA,ALAMEDA,"CALIFORNIA, ALAMEDA",10
2014,State,CALIFORNIA,CONTRA COSTA,"CALIFORNIA, CONTRA COSTA",6
2014,State,CALIFORNIA,EL DORADO,"CALIFORNIA, EL DORADO",2
2014,State,CALIFORNIA,FRESNO,"CALIFORNIA, FRESNO",24
2014,State,CALIFORNIA,KERN,"CALIFORNIA, KERN",19
2014,State,CALIFORNIA,KINGS,"CALIFORNIA, KINGS",2
2014,State,CALIFORNIA,LOS ANGELES,"CALIFORNIA, LOS ANGELES",129
2014,State,CALIFORNIA,MADERA,"CALIFORNIA, MADERA",8
2014,State,CALIFORNIA,MERCED,"CALIFORNIA, MERCED",1
2014,State,CALIFORNIA,NAPA,"CALIFORNIA, NAPA",1
2014,State,CALIFORNIA,ORANGE,"CALIFORNIA, ORANGE",3
2014,State,CALIFORNIA,PLACER,"CALIFORNIA, PLACER",2
2014,State,CALIFORNIA,RIVERSIDE,"CALIFORNIA, RIVERSIDE",624
2014,State,CALIFORNIA,SACRAMENTO,"CALIFORNIA, SACRAMENTO",6
2014,State,CALIFORNIA,SAN BERNARDINO,"CALIFORNIA, SAN BERNARDINO",30
2014,State,CALIFORNIA,SAN DIEGO,"CALIFORNIA, SAN DIEGO",14
2014,State,CALIFORNIA,SAN JOAQUIN,"CALIFORNIA, SAN JOAQUIN",18
2014,State,CALIFORNIA,SANTA BARBARA,"CALIFORNIA, SANTA BARBARA",4
2014,State,CALIFORNIA,SANTA CLARA,"CALIFORNIA, SANTA CLARA",13
2014,State,CALIFORNIA,SONOMA,"CALIFORNIA, SONOMA",2
2014,State,CALIFORNIA,STANISLAUS,"CALIFORNIA, STANISLAUS",14
2014,State,CALIFORNIA,TULARE,"CALIFORNIA, TULARE",11
2014,State,CALIFORNIA,VENTURA,"CALIFORNIA, VENTURA",28
2014,State,COLORADO,10TH JUDICIAL DISTRICT (PUEBLO),"COLORADO, 10TH JUDICIAL DISTRICT (PUEBLO)",8
2014,State,COLORADO,17TH JUDICIAL DISTRICT (ADAMS),"COLORADO, 17TH JUDICIAL DISTRICT (ADAMS)",15
2014,State,COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),"COLORADO, 18TH JUDICIAL DISTRICT (ARAPAHOE)",20
2014,State,COLORADO,19TH JUDICIAL DISTRICT (WELD),"COLORADO, 19TH JUDICIAL DISTRICT (WELD)",8
2014,State,COLORADO,20TH JUDICIAL DISTRICT (BOULDER),"COLORADO, 20TH JUDICIAL DISTRICT (BOULDER)",2
2014,State,COLORADO,21ST JUDICIAL DISTRICT (MESA),"COLORADO, 21ST JUDICIAL DISTRICT (MESA)",5
2014,State,COLORADO,4TH JUDICIAL DISTRICT (EL PASO),"COLORADO, 4TH JUDICIAL DISTRICT (EL PASO)",17
2014,State,COLORADO,6TH JUDICIAL DISTRICT (LA PLATA),"COLORADO, 6TH JUDICIAL DISTRICT (LA PLATA)",8
2014,State,COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),"COLORADO, 8TH JUDICIAL DISTRICT (JACKSON/LARIMER)",5
2014,State,COLORADO,"9TH JUDICIAL DISTRICT (GARFIELD, PITKIN, RIO BLANCO)","COLORADO, 9TH JUDICIAL DISTRICT (GARFIELD, PITKIN, RIO BLANCO)",10
2014,State,COLORADO,STATE ATTORNEY GENERAL,"COLORADO, STATE ATTORNEY GENERAL",87
2014,State,DELAWARE,NEW CASTLE,"DELAWARE, NEW CASTLE",1
2014,State,FLORIDA,13TH JUDICIAL CIRCUIT (HILLSBOROUGH),"FLORIDA, 13TH JUDICIAL CIRCUIT (HILLSBOROUGH)",10
2014,State,FLORIDA,14TH JUDICIAL CIRCUIT (BAY),"FLORIDA, 14TH JUDICIAL CIRCUIT (BAY)",2
2014,State,FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),"FLORIDA, 18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE)",16
2014,State,FLORIDA,19TH JUDICIAL CIRCUIT (SAINT LUCIE),"FLORIDA, 19TH JUDICIAL CIRCUIT (SAINT LUCIE)",5
2014,State,FLORIDA,20TH JUDICIAL CIRCUIT (LEE),"FLORIDA, 20TH JUDICIAL CIRCUIT (LEE)",5
2014,State,FLORIDA,4TH JUDICIAL CIRCUIT (DUVAL),"FLORIDA, 4TH JUDICIAL CIRCUIT (DUVAL)",33
2014,State,FLORIDA,5TH JUDICIAL CIRCUIT (LAKE/MARION),"FLORIDA, 5TH JUDICIAL CIRCUIT (LAKE/MARION)",7
2014,State,FLORIDA,6TH JUDICIAL CIRCUIT (PINELLAS),"FLORIDA, 6TH JUDICIAL CIRCUIT (PINELLAS)",4
2014,State,FLORIDA,7TH JUDICIAL CIRCUIT (VOLUSIA),"FLORIDA, 7TH JUDICIAL CIRCUIT (VOLUSIA)",5
2014,State,FLORIDA,8TH JUDICIAL CIRCUIT (ALACHUA),"FLORIDA, 8TH JUDICIAL CIRCUIT (ALACHUA)",3
2014,State,FLORIDA,STATE ATTORNEY GENERAL,"FLORIDA, STATE ATTORNEY GENERAL",80
2014,State,GEORGIA,CHATHAM,"GEORGIA, CHATHAM",17
2014,State,GEORGIA,CHEROKEE,"GEORGIA, CHEROKEE",6
2014,State,GEORGIA,DOUGLAS,"GEORGIA, DOUGLAS",1
2014,State,GEORGIA,EVANS,"GEORGIA, EVANS",1
2014,State,GEORGIA,JEFF DAVIS,"GEORGIA, JEFF DAVIS",1
2014,State,GEORGIA,LOOKOUT MOUNTAIN,"GEORGIA, LOOKOUT MOUNTAIN",1
2014,State,IDAHO,CANYON,"IDAHO, CANYON",1
2014,State,ILLINOIS,COOK,"ILLINOIS, COOK",31
2014,State,ILLINOIS,DUPAGE,"ILLINOIS, DUPAGE",13
2014,State,ILLINOIS,LAKE,"ILLINOIS, LAKE",6
2014,State,ILLINOIS,LEE,"ILLINOIS, LEE",2
2014,State,ILLINOIS,MCHENRY,"ILLINOIS, MCHENRY",2
2014,State,ILLINOIS,WHITE,"ILLINOIS, WHITE",1
2014,State,INDIANA,DAVIESS,"INDIANA, DAVIESS",3
2014,State,INDIANA,LAPORTE,"INDIANA, LAPORTE",1
2014,State,INDIANA,MARION,"INDIANA, MARION",1
2014,State,INDIANA,VANDERBURGH,"INDIANA, VANDERBURGH",12
2014,State,KANSAS,FINNEY,"KANSAS, FINNEY",1
2014,State,KANSAS,SALINE,"KANSAS, SALINE",2
2014,State,LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),"LOUISIANA, 19TH JUDICIAL DISTRICT (EAST BATON ROUGE)",9
2014,State,LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),"LOUISIANA, 24TH JUDICIAL DISTRICT (JEFFERSON)",6
2014,State,LOUISIANA,32ND JUDICIAL DISTRICT (TERREBONNE),"LOUISIANA, 32ND JUDICIAL DISTRICT (TERREBONNE)",1
2014,State,MARYLAND,BALTIMORE,"MARYLAND, BALTIMORE",11
2014,State,MARYLAND,BALTIMORE CITY,"MARYLAND, BALTIMORE CITY",78
2014,State,MARYLAND,CECIL,"MARYLAND, CECIL",3
2014,State,MARYLAND,HARFORD,"MARYLAND, HARFORD",21
2014,State,MARYLAND,HOWARD,"MARYLAND, HOWARD",2
2014,State,MARYLAND,MONTGOMERY,"MARYLAND, MONTGOMERY",1
2014,State,MARYLAND,PRINCE GEORGE'S,"MARYLAND, PRINCE GEORGE'S",1
2014,State,MARYLAND,WICOMICO,"MARYLAND, WICOMICO",2
2014,State,MASSACHUSETTS,MIDDLESEX,"MASSACHUSETTS, MIDDLESEX",1
2014,State,MISSISSIPPI,MARSHALL,"MISSISSIPPI, MARSHALL",3
2014,State,MISSISSIPPI,NEWTON,"MISSISSIPPI, NEWTON",1
2014,State,MISSISSIPPI,OKTIBBEHA,"MISSISSIPPI, OKTIBBEHA",2
2014,State,MISSISSIPPI,WARREN,"MISSISSIPPI, WARREN",1
2014,State,NEVADA,CLARK,"NEVADA, CLARK",177
2014,State,NEW JERSEY,ATLANTIC,"NEW JERSEY, ATLANTIC",15
2014,State,NEW JERSEY,BERGEN,"NEW JERSEY, BERGEN",9
2014,State,NEW JERSEY,BURLINGTON,"NEW JERSEY, BURLINGTON",3
2014,State,NEW JERSEY,CAMDEN,"NEW JERSEY, CAMDEN",17
2014,State,NEW JERSEY,CAPE MAY,"NEW JERSEY, CAPE MAY",1
2014,State,NEW JERSEY,CUMBERLAND,"NEW JERSEY, CUMBERLAND",5
2014,State,NEW JERSEY,ESSEX,"NEW JERSEY, ESSEX",14
2014,State,NEW JERSEY,GLOUCESTER,"NEW JERSEY, GLOUCESTER",2
2014,State,NEW JERSEY,MERCER,"NEW JERSEY, MERCER",3
2014,State,NEW JERSEY,MONMOUTH,"NEW JERSEY, MONMOUTH",9
2014,State,NEW JERSEY,MORRIS,"NEW JERSEY, MORRIS",3
2014,State,NEW JERSEY,OCEAN,"NEW JERSEY, OCEAN",4
2014,State,NEW JERSEY,SALEM,"NEW JERSEY, SALEM",1
2014,State,NEW JERSEY,SOMERSET,"NEW JERSEY, SOMERSET",21
2014,State,NEW JERSEY,STATE ATTORNEY GENERAL,"NEW JERSEY, STATE ATTORNEY GENERAL",31
2014,State,NEW JERSEY,UNION,"NEW JERSEY, UNION",1
2014,State,NEW MEXICO,2ND JUDICIAL DISTRICT (BERNALILLO),"NEW MEXICO, 2ND JUDICIAL DISTRICT (BERNALILLO)",7
2014,State,NEW YORK,BRONX,"NEW YORK, BRONX",11
2014,State,NEW YORK,DUTCHESS,"NEW YORK, DUTCHESS",1
2014,State,NEW YORK,KINGS,"NEW YORK, KINGS",65
2014,State,NEW YORK,NASSAU,"NEW YORK, NASSAU",3
2014,State,NEW YORK,NY ORGANIZED CRIME TASK FORCE,"NEW YORK, NY ORGANIZED CRIME TASK FORCE",7
2014,State,NEW YORK,NYC SPECIAL NARCOTICS BUREAU,"NEW YORK, NYC SPECIAL NARCOTICS BUREAU",155
2014,State,NEW YORK,ONEIDA,"NEW YORK, ONEIDA",3
2014,State,NEW YORK,PUTNAM,"NEW YORK, PUTNAM",2
2014,State,NEW YORK,QUEENS,"NEW YORK, QUEENS",132
2014,State,NEW YORK,RICHMOND,"NEW YORK, RICHMOND",80
2014,State,NEW YORK,ROCKLAND,"NEW YORK, ROCKLAND",6
2014,State,NEW YORK,SENECA,"NEW YORK, SENECA",2
2014,State,NEW YORK,STATE ATTORNEY GENERAL,"NEW YORK, STATE ATTORNEY GENERAL",1
2014,State,NEW YORK,WESTCHESTER,"NEW YORK, WESTCHESTER",25
2014,State,NORTH CAROLINA,CUMBERLAND,"NORTH CAROLINA, CUMBERLAND",2
2014,State,NORTH CAROLINA,FORSYTH,"NORTH CAROLINA, FORSYTH",1
2014,State,NORTH CAROLINA,GUILFORD,"NORTH CAROLINA, GUILFORD",3
2014,State,NORTH CAROLINA,LEE,"NORTH CAROLINA, LEE",5
2014,State,NORTH CAROLINA,MECKLENBURG,"NORTH CAROLINA, MECKLENBURG",3
2014,State,NORTH CAROLINA,PITT,"NORTH CAROLINA, PITT",1
2014,State,NORTH CAROLINA,WAKE,"NORTH CAROLINA, WAKE",15
2014,State,OHIO,FRANKLIN,"OHIO, FRANKLIN",8
2014,State,OHIO,HAMILTON,"OHIO, HAMILTON",3
2014,State,OHIO,PICKAWAY,"OHIO, PICKAWAY",1
2014,State,OHIO,STARK,"OHIO, STARK",1
2014,State,OHIO,WASHINGTON,"OHIO, WASHINGTON",1
2014,State,OKLAHOMA,OKLAHOMA,"OKLAHOMA, OKLAHOMA",7
2014,State,OREGON,MARION,"OREGON, MARION",1
2014,State,PENNSYLVANIA,ALLEGHENY,"PENNSYLVANIA, ALLEGHENY",3
2014,State,PENNSYLVANIA,BERKS,"PENNSYLVANIA, BERKS",11
2014,State,PENNSYLVANIA,BUCKS,"PENNSYLVANIA, BUCKS",1
2014,State,PENNSYLVANIA,CHESTER,"PENNSYLVANIA, CHESTER",3
2014,State,PENNSYLVANIA,FRANKLIN,"PENNSYLVANIA, FRANKLIN",4
2014,State,PENNSYLVANIA,MONTGOMERY,"PENNSYLVANIA, MONTGOMERY",10
2014,State,PENNSYLVANIA,PHILADELPHIA,"PENNSYLVANIA, PHILADELPHIA",20
2014,State,PENNSYLVANIA,PIKE,"PENNSYLVANIA, PIKE",4
2014,State,PENNSYLVANIA,STATE ATTORNEY GENERAL,"PENNSYLVANIA, STATE ATTORNEY GENERAL",29
2014,State,TENNESSEE,11TH JUDICIAL CIRCUIT (HAMILTON),"TENNESSEE, 11TH JUDICIAL CIRCUIT (HAMILTON)",2
2014,State,TENNESSEE,13TH JUDICIAL DISTRICT (PUTNAM),"TENNESSEE, 13TH JUDICIAL DISTRICT (PUTNAM)",4
2014,State,TENNESSEE,16TH JUDICIAL DISTRICT (RUTHERFORD),"TENNESSEE, 16TH JUDICIAL DISTRICT (RUTHERFORD)",9
2014,State,TENNESSEE,20TH JUDICIAL DISTRICT (DAVIDSON),"TENNESSEE, 20TH JUDICIAL DISTRICT (DAVIDSON)",47
2014,State,TENNESSEE,30TH JUDICIAL DISTRICT (SHELBY),"TENNESSEE, 30TH JUDICIAL DISTRICT (SHELBY)",2
2014,State,TEXAS,DALLAS,"TEXAS, DALLAS",1
2014,State,TEXAS,LUBBOCK,"TEXAS, LUBBOCK",7
2014,State,WISCONSIN,BROWN,"WISCONSIN, BROWN",1
2014,State,WYOMING,FREMONT,"WYOMING, FREMONT",2
2014,State,WYOMING,LARAMIE,"WYOMING, LARAMIE",1
2014,State,WYOMING,STATE ATTORNEY GENERAL,"WYOMING, STATE ATTORNEY GENERAL",1